,value,is_anomaly
0,0.7818181818181819,0
1,0.6363636363636364,0
2,0.4727272727272727,0
3,0.7090909090909091,0
4,1.3272727272727274,0
5,1.3272727272727274,0
6,1.5272727272727273,0
7,1.4545454545454546,0
8,1.0909090909090908,0
9,1.0909090909090908,0
10,0.9090909090909091,0
11,0.6,0
12,1.018181818181818,0
13,1.7818181818181817,0
14,0.8909090909090909,0
15,0.9454545454545454,0
16,0.6545454545454545,0
17,0.38181818181818183,0
18,0.2,0
19,0.38181818181818183,0
20,0.6,0
21,0.6181818181818182,0
22,0.7090909090909091,0
23,0.6909090909090909,0
24,0.9090909090909091,0
25,1.2181818181818183,0
26,1.4363636363636363,0
27,1.4727272727272727,0
28,1.4,0
29,1.3272727272727274,0
30,1.690909090909091,0
31,1.6727272727272726,0
32,0.7636363636363637,0
33,1.5454545454545454,0
34,1.0545454545454545,0
35,0.6,0
36,1.7636363636363637,0
37,0.45454545454545453,0
38,0.8181818181818182,0
39,0.7090909090909091,0
40,0.38181818181818183,0
41,0.16363636363636364,0
42,0.4727272727272727,0
43,0.8363636363636363,0
44,0.4727272727272727,0
45,0.7090909090909091,0
46,0.2909090909090909,0
47,0.9454545454545454,0
48,0.6727272727272727,0
49,0.6,0
50,0.5818181818181818,0
51,0.41818181818181815,0
52,0.6181818181818182,0
53,0.7090909090909091,0
54,0.9272727272727272,0
55,0.7272727272727273,0
56,1.509090909090909,0
57,1.709090909090909,0
58,1.290909090909091,0
59,0.6545454545454545,0
60,0.36363636363636365,0
61,0.7090909090909091,0
62,0.5636363636363636,0
63,0.5454545454545454,0
64,0.5636363636363636,0
65,0.6,0
66,0.6727272727272727,0
67,0.4909090909090909,0
68,0.7636363636363637,0
69,0.5818181818181818,0
70,0.6545454545454545,0
71,0.8545454545454545,0
72,0.7818181818181819,0
73,0.4909090909090909,0
74,0.7454545454545455,0
75,0.9090909090909091,0
76,1.0909090909090908,0
77,0.6909090909090909,0
78,0.8181818181818182,0
79,0.8363636363636363,0
80,1.1818181818181819,0
81,0.6363636363636364,0
82,0.45454545454545453,0
83,1.4545454545454546,0
84,0.5636363636363636,0
85,0.4727272727272727,0
86,1.309090909090909,0
87,0.7090909090909091,0
88,0.32727272727272727,0
89,0.6909090909090909,0
90,0.2909090909090909,0
91,0.8,0
92,0.8545454545454545,0
93,0.7818181818181819,0
94,0.8909090909090909,0
95,0.7636363636363637,0
96,1.290909090909091,0
97,0.5272727272727272,0
98,0.6727272727272727,0
99,0.9636363636363636,0
100,0.509090909090909,0
101,0.4727272727272727,0
102,0.8,0
103,0.5454545454545454,0
104,1.0,0
105,0.9818181818181818,0
106,0.9818181818181818,0
107,0.45454545454545453,0
108,1.1090909090909091,0
109,0.8727272727272727,0
110,0.41818181818181815,0
111,0.34545454545454546,0
112,0.10909090909090909,0
113,0.2909090909090909,0
114,0.2727272727272727,0
115,0.38181818181818183,0
116,0.38181818181818183,0
117,0.6545454545454545,0
118,0.8363636363636363,0
119,3.2545454545454544,1
120,0.6545454545454545,0
121,0.4727272727272727,0
122,0.7272727272727273,0
123,0.8181818181818182,0
124,0.8727272727272727,0
125,1.018181818181818,0
126,0.7636363636363637,0
127,0.8363636363636363,0
128,0.6363636363636364,0
129,0.6,0
130,1.290909090909091,0
131,0.6363636363636364,0
132,0.4727272727272727,0
133,0.6545454545454545,0
134,0.32727272727272727,0
135,0.32727272727272727,0
136,0.41818181818181815,0
137,0.45454545454545453,0
138,0.9272727272727272,0
139,0.9454545454545454,0
140,0.2,0
141,0.3090909090909091,0
142,0.6181818181818182,0
143,0.6,0
144,0.41818181818181815,0
145,0.9454545454545454,0
146,0.5636363636363636,0
147,0.38181818181818183,0
148,0.6,0
149,0.38181818181818183,0
150,0.5818181818181818,0
151,0.7818181818181819,0
152,0.5454545454545454,0
153,0.6181818181818182,0
154,0.509090909090909,0
155,0.9818181818181818,0
156,0.7272727272727273,0
157,0.7454545454545455,0
158,0.34545454545454546,0
159,0.43636363636363634,0
160,0.14545454545454545,0
161,0.509090909090909,0
162,0.45454545454545453,0
163,0.3090909090909091,0
164,0.4727272727272727,0
165,0.38181818181818183,0
166,0.34545454545454546,0
167,0.4909090909090909,0
168,0.23636363636363636,0
169,0.5454545454545454,0
170,0.8727272727272727,0
171,0.34545454545454546,0
172,0.4909090909090909,0
173,0.8363636363636363,0
174,0.8727272727272727,0
175,0.6909090909090909,0
176,1.0545454545454545,0
177,0.6181818181818182,0
178,0.8,0
179,0.5636363636363636,0
180,0.7272727272727273,0
181,0.45454545454545453,0
182,0.5818181818181818,0
183,0.36363636363636365,0
184,0.2545454545454545,0
185,0.2,0
186,0.2909090909090909,0
187,0.18181818181818182,0
188,0.4,0
189,0.45454545454545453,0
190,0.18181818181818182,0
191,0.3090909090909091,0
192,0.7818181818181819,0
193,0.509090909090909,0
194,0.6181818181818182,0
195,0.5636363636363636,0
196,0.6181818181818182,0
197,0.4909090909090909,0
198,0.7272727272727273,0
199,0.8181818181818182,0
200,1.0727272727272728,0
201,0.6363636363636364,0
202,0.6363636363636364,0
203,1.018181818181818,0
204,1.4181818181818182,0
205,0.6363636363636364,0
206,0.2909090909090909,0
207,0.6181818181818182,0
208,0.14545454545454545,0
209,0.45454545454545453,0
210,0.32727272727272727,0
211,0.21818181818181817,0
212,0.3090909090909091,0
213,0.509090909090909,0
214,0.4909090909090909,0
215,0.38181818181818183,0
216,0.23636363636363636,0
217,0.45454545454545453,0
218,0.8,0
219,0.9090909090909091,0
